Alignment	Formula	Before	After	Ratio	Daltons
249.0552	C8H14N2O5S	3.9850533528914203	4.282819769675228	0.2977664167838082	250.06234255638
89.0245	C3H6O3	4.18042833670269	4.246313071504508	0.06588473480181808	90.0316940511
179.0561	C6H12O6	5.078779384990227	5.301931436555513	0.22315205156528597	180.0633881022
426.0221	C10H15N5O10P2	5.123689378456811	5.408653094952854	0.28496371649604263	427.02941496065
113.0246	C5H6O3	4.705788548004932	4.811892523462475	0.10610397545754338	114.0316940511
118.9807	C4H8O2S	4.818742268954175	4.875173856528919	0.05643158757474468	120.02450049568
784.1495	C27H33N9O15P2	3.6124834771468515	3.830919555826385	0.2184360786795338	785.15713465491
