Set|Cluster|ID|ionMz|Label|59.0137|71.0139|74.0249|85.0296|87.0086|88.0405|89.0245|101.0243|102.0562|109.0407|112.0518|113.0246|115.0038|117.0195|118.051|118.9807|122.0247|128.0355|129.0192|130.0506|130.0875|131.0355|131.0824|132.0303|133.014|135.0311|145.0144|145.0617|145.0984|146.0458|147.0297|147.0655|151.0403|152.0354|153.0173|154.062|165.0554|166.0506|166.9758|168.0663|171.0302|173.0095|173.0454|173.0711|179.0348|179.0561|184.0021|186.1139|211.0603|213.0145|218.1033|225.0991|237.0282|249.0552|251.0776|259.0227|266.0886|279.2331|289.0436|296.9997|307.0311|316.2857|317.2143|323.0277|338.9889|346.0558|347.0589|362.0509|365.0531|367.0185|388.9441|397.1319|401.0173|426.0221|441.3372|489.9937|505.9889|521.984|545.3994|604.0696|606.0744|611.144|664.117|665.2139|766.1076|784.1495|808.118
A|WT|71|0071 / WT 2.2|WT|56523|1438|3904|1167|1646|1008|2265|1068|757|2504|3017|3069|2088|1190|26644|6563|692|36813|1783|886|25357|1261|48621|10370|7677|6028|1277|42562|27360|52033|3104|3980|482|1343|2043|34889|1947|1816|1285|1696|1047|4389|984|1931|784|9976|18271|890|3810|1572|3667|2389|6112|5414|2689|32214|929|6057|4532|1901|2011|1478|1449|6046|46452|20574|4054|1939|2779|3182|2455|2956|1034|74508|2170|5650|162703|17082|7826|21390|95664|9169|6184|3014|4161|2455|4679
A|WT|72|0072 / WT 2.2|WT|24625|570|1531|518|1068|598|1401|866|507|1730|1890|1943|204|394|12714|5144|939|15184|622|617|14295|716|24258|3162|1820|3403|2597|20111|14542|22828|889|1377|397|2808|1761|13499|1419|1091|302|2921|3397|2128|709|1647|705|3217|7781|1918|4518|2448|2076|1971|3339|6067|2984|14265|998|4075|4510|3189|1114|1189|2124|3826|22343|12958|2454|1540|1768|2537|3137|1351|837|41480|1529|3112|85517|10087|5536|11066|44221|3993|3181|2565|1987|1553|2701
A|WT|73|0073 / WT 2.2|WT|78586|577|2486|1260|1095|585|3965|1445|615|1900|2392|5729|1340|1143|34599|7008|611|47102|1539|1322|36986|1356|56291|12489|6166|5950|2360|66220|29502|82591|3596|5589|2036|891|1305|40260|2750|866|2405|3627|2816|3096|1107|1290|1023|11156|19567|2232|3602|5365|5216|2829|6503|6904|2932|40525|1331|4654|5293|1953|1062|2046|2074|5244|53912|22503|3383|1993|2520|2453|1502|2448|1005|90154|2678|4593|186562|21099|9408|24709|105252|9896|8580|5077|5141|2404|5618
A|WT|74|0074 / WT 2.2|WT|76559|1272|2501|1565|1673|1085|2718|1243|483|2591|3088|4798|1130|1548|35043|5879|1023|39426|1762|461|39193|2159|61897|13449|6059|5634|1881|57435|33647|69290|2317|4177|1478|1276|2269|40731|3844|1087|717|3064|4372|3243|604|2764|939|10213|17597|907|5095|2026|5606|2551|6442|6697|2400|40272|725|5749|4466|2383|1797|1281|2091|4967|53724|23387|3961|2149|4368|3597|1980|3046|1782|83888|2806|4163|201000|21910|8717|22982|103328|10482|6189|3498|5228|3433|5782
A|WT|75|0075 / WT 2.2|WT|67449|1060|2557|1345|1596|1293|2496|1226|267|2298|2210|3001|1311|1354|36388|8270|210|38771|2043|1346|34812|772|55328|11833|6272|8449|2009|54109|32407|67619|4073|5579|1482|1888|2886|40600|3197|1286|2427|3033|3042|3100|1204|2236|1930|10996|17379|1121|4550|2813|5988|2910|6231|7788|2679|37676|1191|4797|5243|2767|1867|2415|1089|5282|51150|22668|3357|2538|2574|3852|1450|3811|1354|79359|2109|3669|177936|22226|9082|23236|105020|9024|6370|3947|4743|1996|5418
A|WT|76|0076 / WT 2.2|WT|74919|2181|3038|660|2976|679|2777|1410|387|2527|3322|4275|2210|1684|38014|6431|960|43428|1722|837|37953|924|61542|13368|5314|6620|2381|59433|34321|74097|3669|4840|1953|1726|1569|42375|3200|2014|904|2699|2574|2932|1402|3068|866|10535|18746|1787|5151|3783|5885|1920|5758|7637|2808|36915|1516|5284|6162|1239|1651|2212|1958|4792|52789|24150|3676|1668|2508|2797|1525|2229|1044|85443|2041|3234|200252|22779|8726|21685|100340|10252|7558|3792|4405|3220|6253
A|WT|77|0077 / WT 2.2|WT|88152|1447|4589|2002|1447|1103|2332|1582|1665|4726|4322|5964|1212|2662|49197|8237|1281|59750|3486|1011|51737|1037|81061|18885|11131|6723|3076|80766|38216|119898|6459|5387|1097|3664|4199|60960|3842|1619|1636|2708|1688|4860|1595|3285|988|10792|24295|1476|5458|1937|6694|2416|8341|6203|2055|45068|1096|6000|5773|2156|1642|1328|1440|4795|59935|21868|4563|2672|3455|3165|1136|1807|1803|95811|2847|4218|194999|22423|7958|22341|101796|11056|6912|4221|3699|2824|6838
A|WT|78|0078 / WT 2.2|WT|99718|2181|4903|1902|2023|1892|3826|1698|1645|4861|5727|5018|2169|2192|59790|9144|1881|78017|3247|529|64311|1825|97129|22216|15417|8645|3055|104189|48297|151195|9131|7500|1784|1823|2419|70948|5005|2254|1015|2333|1119|4047|905|2952|1176|13891|28404|855|5324|2500|6117|2004|8199|8557|2822|49428|1161|6418|7470|2980|1879|1143|2256|4382|70361|27525|4296|2435|3030|2119|1300|2362|1552|107903|3290|6134|234476|27275|8764|27804|115006|12618|7220|4780|6207|4094|6448
A|WT|79|0079 / WT 2.2|WT|86001|1018|3301|1242|1016|2056|2722|1158|1074|4134|4174|6508|1760|1977|47284|9252|1135|63224|2280|1128|53214|1648|73947|19758|10753|6714|1961|78736|42369|124816|6872|5927|1555|2074|2841|54029|4007|2011|2799|1732|2418|3716|505|2689|1663|11153|22043|1457|4205|1114|5344|2530|7803|7624|3678|47203|974|6260|5319|3169|1480|1835|1657|5939|55756|24821|3742|2747|3026|3327|907|2495|1386|92906|2660|4910|187183|22750|7831|22200|103339|10378|8283|3943|4290|3115|5204
A|WT|80|0080 / WT 2.2|WT|93962|2682|3871|1842|2861|1829|2021|2210|1677|4044|6192|6970|1641|2874|54104|9376|1483|69212|3235|1536|59476|1229|98098|22752|14890|8892|2322|91893|50515|159692|6273|5671|2734|2672|2630|65761|4367|1061|1346|2078|1343|4652|1060|3481|1465|13035|26810|1026|4868|2727|7458|1719|7617|8639|2414|52979|1438|6886|6393|2571|1257|1925|1732|6644|60133|27099|4182|2401|2924|3820|1619|2806|2142|106958|3357|4213|220515|27328|8018|26140|117201|10036|7569|5037|5554|3366|6686
A|WT|91|0091 / WT 1.3|WT|126368|3226|8886|2746|4857|1241|6628|1546|4866|5045|16578|9611|11233|5845|125086|13397|5943|133267|7077|1672|113553|1720|173434|85838|83102|10261|6061|108737|294500|366891|20308|12719|2213|4634|3922|136345|4237|2792|1162|4018|1537|8388|2731|3812|1852|16597|47493|1289|5499|3294|5675|2879|19390|4916|3489|125626|1771|9269|9815|3544|1960|1493|1750|10059|129211|66754|9977|5642|2706|6439|1741|3964|2450|162537|6084|5333|180423|31342|9617|40270|60741|7462|13881|3628|4268|3269|6223
A|WT|92|0092 / WT 1.3|WT|118483|2566|7579|2009|2743|1937|3563|2463|3355|5002|13771|8051|6602|4371|90235|10467|4007|100728|6463|1844|86091|1293|133760|57013|56799|6060|4306|79700|222743|269345|13749|9153|2600|2829|4922|96974|4247|2259|2306|2575|2284|5255|609|2701|1484|12768|33194|2016|5819|2832|5497|2154|14989|3677|3578|94838|1671|7760|8504|2049|1915|2441|2696|9878|97491|51252|7702|4198|2290|6660|2074|3305|2342|125101|5062|4245|139534|24050|6983|38461|54441|6187|12404|2682|4357|2352|5164
