Ctrl_D1_F1_1,Ctrl_D1_F1_2,Ctrl_D1_F1_5,Ctrl_D1_F2_1,Ctrl_D1_F2_2,Ctrl_D1_F2_5,Ctrl_D2_F1_1,Ctrl_D2_F1_2,Ctrl_D2_F1_3,Ctrl_D2_F1_4,Ctrl_D2_F1_5,Ctrl_D2_F2_1,Ctrl_D2_F2_2,Ctrl_D2_F2_3,Ctrl_D2_F2_4,Ctrl_D2_F2_5,Ctrl_D2_F2Re_1,Ctrl_D2_F2Re_2,Ctrl_D2_F2Re_3,Ctrl_D2_F2Re_4,Ctrl_D2_F2Re_5,Ctrl_D1_F1_4,Ctrl_D1_F1_Toluene_2,Ctrl_D1_F1_Toluene_3,Ctrl_D1_F1_Toluene_4,Ctrl_D1_F1_Toluene_5,Ctrl_D1_F2_Toluene_2,Ctrl_D1_F2_Toluene_3,Ctrl_D1_F2_Toluene_4,Ctrl_D1_F2_Toluene_5,Ctrl_D2_toluene_1,Ctrl_D2_toluene_2,Ctrl_D2_toluene_3,Ctrl_D2_toluene_4,Ctrl_D2_toluene_5,Ctrl_D2_tolueneReplica_1,Ctrl_D2_tolueneReplica_2,Ctrl_D2_tolueneReplica_3,Ctrl_D2_tolueneReplica_4,Ctrl_D5_tolueneReplica_5,Bk2_TSB_D1_2,Bk2_TSB_D1_3,Bk2_TSB_D1_5,Bk2_TSB_D2_2,Bk2_TSB_D2_4,Bk2_TSB_D2_1,Bk2_TSB_D1_4,Bk2_TSB_D1_1,Bk2_TSB_D2_3,Bk2_TSB_D2_5,Bk1_YPD_D1_1,Bk1_YPD_D1_2,Bk1_YPD_D1_5,Bk1_YPD_D2_1,Bk1_YPD_D2_3,Bk1_YPD_D2_5,Bk1_YPD_D2_2,Bk3_YPD-TSB_D1_3,Bk3_YPD-TSB_D1_4,Bk3_YPD-TSB_D1_5,Bk3_YPD-TSB_D2_1,Bk3_YPD-TSB_D2_2,Bk3_YPD-TSB_D2_4,Bk3_YPD-TSB_D1_2,Bk3_YPD-TSB_D1_1,Bk3_YPD-TSB_D2_3,Bk3_YPD-TSB_D2_5,Strep_D1_1_1,Strep_D1_1_2,Strep_D1_2_1,Strep_D1_2_2,Strep_D1_3_1,Strep_D1_3_2,Strep_D1_4_1,Strep_D1_4_2,Strep_D1_5_2,Strep_D1_5_1,Strep_D2_1_2,Strep_D2_1_1,Strep_D2_2_2,Strep_D2_2_1,Strep_D2_3_1,Strep_D2_3_2,Strep_D2_4_1,Strep_D2_4_2,Strep_D2_5_2,Strep_D2_5_1,Candida_D1_1_1,Candida_D1_1_2,Candida_D1_2_1,Candida_D1_2_2,Candida_D1_3_1,Candida_D1_3_2,Candida_D1_4_2,Candida_D1_4_1,Candida_D1_5_1,Candida_D1_5_2,Saccha_D2_1_1,Saccha_D2_1_2,Saccha_D2_2_1,Saccha_D2_2_2,Saccha_D2_3_1,Saccha_D2_3_2,Saccha_D2_4_2,Saccha_D2_4_1,Saccha_D2_5_1,Saccha_D2_5_2,Interac_D1_1_1,Interac_D1_1_2,Interac_D1_2_1,Interac_D1_2_2,Interac_D1_3_2,Interac_D1_3_1,Interac_D1_4_2,Interac_D1_4_1,Interac_D1_5_2,Interac_D1_5_1,Interac_D2_1_1,Interac_D2_1_2,Interac_D2_2_2,Interac_D2_2_1,Interac_D2_3_2,Interac_D2_3_1,Interac_D2_4_2,Interac_D2_4_1,Interac_D2_5_2,Interac_D2_5_1
"0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,0001597307","0,0001119779","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000145375","0,0003739673","0,00006876314","0,000002736553506","0,0001608774","0,000002736553506","0,000002736553506","0,0004070815","0,000002736553506","0,000002736553506","0,000002736553506","0,0003527557","0,0001841489","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,0003249159","0,0002867424","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,0001656669","0,00005748107","0,000002736553506","0,0002096143","0,0002718824","0,0000316832","0,00002736554","0,000002736553506","0,000002736553506","0,0004269517","0,000002736553506","0,00004886408","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,0000472051","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,0003609324","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,00005028343","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506","0,000002736553506"
"0,00008232286","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,0000277474","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,00002132464","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,0001893018","0,00006996939","0,000103593","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,0003942521","0,0002166416","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,00002936315","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033","0,000002132464033"
"0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,0008865772","0,0009019803","0,0009518323","0,000003606780592","0,000003606780592","0,000003606780592","0,0009087236","0,001130644","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,0005345969","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,0005213391","0,000504645","0,0004325147","0,000003606780592","0,000003606780592","0,000003606780592","0,0005768526","0,0006029088","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,00003606781","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592","0,00007861843","0,000003606780592","0,000003606780592","0,000003606780592","0,000003606780592"
"0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,00007338418","0,0002383515","0,0001164081","0,0002669683","0,000721422","0,000228335","0,000004106787674","0,0001041059","0,0005621852","0,000004106787674","0,00005943325","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,00004106788","0,00005988431","0,000004106787674","0,000004106787674","0,0000453387","0,00005619674","0,000004106787674","0,000004106787674","0,0001390768","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,00008585398","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674","0,000004106787674"
"0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,00004003276","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,0001400269","0,0003436898","0,0001539535","0,0001838169","0,0004400004","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,0001677472","0,0001388716","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535","0,000004003275535"
"0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,0001732505","0,00001691756","0,00000169175637","0,00002428385","0,0001129337","0,0001375647","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,0005018846","0,000472585","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00004234472","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,00000169175637","0,000107205","0,0001837024"
"0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,001170633","0,0004215903","0,000002413394031","0,0003267028","0,000002413394031","0,000002413394031","0,000002413394031","0,0001081635","0,00005617836","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,0001767273","0,000002413394031","0,00009477459","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,0001081234","0,0008404528","0,000002413394031","0,000387592","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,000002413394031","0,00002413394","0,000002413394031","0,000002413394031","0,000002413394031","0,00006433811","0,000002413394031","0,000002413394031","0,000002413394031","0,0005852657","0,000002413394031","0,000002413394031"
"0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,00003611828","0,000003042988646","0,000003042988646","0,000003042988646","0,00003042989","0,000003042988646","0,000003042988646","0,0007140837","0,0003177868","0,000003042988646","0,0002792683","0,000003042988646","0,000003042988646","0,000003042988646","0,00007872488","0,00004772121","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,0001412436","0,000003042988646","0,000113033","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,0007491822","0,000003042988646","0,0001883544","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,000003042988646","0,0008287856","0,000003042988646","0,000003042988646"
"0,000002778946691","0,000002778946691","0,000002778946691","0,0001629373","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,0003105191","0,0003179162","0,0004526732","0,0003072457","0,0008366286","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,00002778947","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,0003117674","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691","0,000002778946691"
"0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,00003146415","0,000000770484985","0,00008870255","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,0001632945","0,00000770485","0,00006179747","0,00006301334","0,00003539766","0,0000885351","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000224885","0,0002023236","0,0007143543","0,0008337983","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,00003735097","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,00005224175","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000000770484985","0,000119901","0,000000770484985"
