Alignment ID,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,103,103,103,103,103,103,103,103,103,103,211,211,212,212,213,213,214,214,215,215,411,411,412,412,413,413,414,414,415,415,421,421,422,422,423,423,424,424,425,425,321,321,322,322,323,323,324,324,325,325,111,111,112,112,113,113,114,114,115,115,121,121,122,122,123,123,124,124,125,125
43,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-4.32603,-5.58217,-5.58217,-4.31617,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-3.77016,-2.88511,-3.64799,-3.05599,-3.30918,-2.87106,-3.21473,-2.75153,-2.6865,-2.83677,-5.58217,-5.58217,-3.37864,-5.58217,-3.51491,-3.5428,-3.70682,-3.82523,-3.5483,-3.72059,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-4.57043,-5.58217,-5.58217,-5.58217,-4.39554,-4.43496,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-4.58217,-5.58217,-4.53907,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217,-5.58217
46,-3.95322,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-4.02808,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-4.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-4.66201,-5.72366,-5.72366,-2.57193,-2.38396,-2.5813,-2.56387,-2.83707,-2.63951,-3.07227,-2.68141,-2.61205,-2.68311,-2.35485,-2.261,-2.41339,-2.34428,-2.29674,-2.1191,-2.20333,-2.10457,-5.72366,-2.54464,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-4.21644,-5.72366,-5.72366,-5.72366,-5.72366,-5.72366,-3.97771,-5.72366
49,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-4.33302,-5.33302,-5.33302,-5.33302,-4.32354,-5.33302,-5.33302,-3.60842,-4.05828,-3.46348,-3.53717,-3.33719,-5.33302,-3.3306,-5.33302,-3.48543,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-4.19503,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-5.33302,-3.10724,-2.00619,-3.38065,-2.82449,-3.21503,-2.77285,-3.56859,-2.88152,-3.48212,-3.11525,-3.43327,-3.67581,-2.62498,-3.39011,-3.01836,-3.74001,-3.12599,-3.36664,-3.05281,-3.15573
122,-5.62931,-3.48273,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-3.81254,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-4.36643,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-2.46432,-1.63307,-2.10608,-1.92939,-1.95983,-1.8834,-1.87232,-1.79608,-1.65986,-1.8036,-2.40525,-2.46538,-2.13623,-2.40151,-2.24745,-2.30112,-2.30248,-2.33629,-2.29679,-2.32448,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-4.12303,-3.90344,-3.26159,-5.62931,-5.62931,-3.51769,-3.22789,-5.62931,-3.12391,-5.62931,-3.20653,-3.36891,-3.01154,-3.35729,-2.80364,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-5.62931,-4.51592,-5.62931,-5.62931,-4.62931
130,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-3.94717,-5.68803,-5.68803,-5.68803,-4.19499,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-3.07568,-3.3966,-4.00312,-3.27933,-3.75396,-3.98071,-5.68803,-4.07274,-5.68803,-5.68803,-4.62165,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-5.68803,-2.2556,-2.51259,-3.51649,-3.41761,-3.51561,-3.22681,-5.68803,-3.41734,-4.68803,-3.94481,-2.73559,-3.03496,-3.30042,-2.82154,-2.44808,-2.78259,-2.53939,-2.86688,-3.0372,-2.98923
134,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-4.2333,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-2.68029,-3.9574,-4.14281,-3.39228,-3.23507,-3.55086,-3.40806,-4.05087,-3.9559,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-5.41839,-4.20895,-5.41839,-3.43169,-2.42508,-3.16817,-3.34335,-3.82279,-2.78523,-3.41495,-3.10042,-3.88704,-3.50128,-4.0358,-3.88778,-3.391,-2.82154,-3.29328,-4.41839,-3.54296,-3.72006,-3.46839,-3.96727
137,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-4.20121,-5.20121,-3.17326,-3.8303,-5.20121,-5.20121,-5.20121,-4.13225,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-2.73944,-2.83501,-3.13835,-2.26541,-3.22534,-2.93087,-3.23875,-3.06382,-3.51193,-3.06697,-3.03375,-5.20121,-2.60445,-5.20121,-3.28823,-5.20121,-3.00642,-3.27268,-3.1798,-3.3254,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-5.20121,-2.02061,-0.89409,-2.16555,-1.72622,-2.13456,-2.33948,-3.04082,-2.67938,-2.99472,-2.96276,-2.3906,-2.30464,-1.59403,-2.27481,-1.96166,-2.56469,-2.03124,-2.15458,-1.86404,-2.07285
172,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-4.23427,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-4.2903,-4.28834,-3.464,-4.24148,-4.33673,-5.47058,-3.97176,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-5.47058,-3.73494,-2.52808,-4.06305,-3.24539,-3.15091,-3.84486,-4.1157,-3.32623,-4.47058,-3.87654,-3.4596,-3.54921,-2.6257,-4.41863,-2.99976,-4.36631,-3.05203,-3.22198,-2.92469,-3.14143
200,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-2.82447,-3.53286,-3.01034,-3.42937,-2.7276,-3.02981,-2.6714,-2.45346,-2.6581,-6.49866,-4.09777,-3.58155,-4.03504,-3.46613,-3.59562,-3.60901,-3.76069,-3.78545,-3.80295,-6.49866,-4.94966,-5.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-4.0858,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-4.49119,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-6.49866,-4.4098,-6.49866
