Alignment ID|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|101|101|101|101|101|101|101|101|101|101|102|102|102|102|102|102|102|103|103|103|103|103|103|103|103|103|103|111|111|112|112|113|113|114|114|115|115|121|121|122|122|123|123|124|124|125|125|211|211|212|212|213|213|214|214|215|215|321|321|322|322|323|323|324|324|325|325|411|411|412|412|413|413|414|414|415|415|421|421|422|422|423|423|424|424|425|425
1|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|0.00016|0.00011|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|0.00015|0.00037|0.00007|2.73655E-06|0.00016|2.73655E-06|2.73655E-06|0.00041|2.73655E-06|2.73655E-06|2.73655E-06|0.00035|0.00018|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|0.00032|0.00029|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|0.00017|0.00006|2.73655E-06|0.00021|0.00027|0.00003|0.00003|2.73655E-06|2.73655E-06|0.00043|2.73655E-06|0.00005|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|0.00005|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|0.00036|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|0.00005|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06|2.73655E-06
2|0.00008|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|0.00003|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|0.00002|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|0.00019|0.00007|0.0001|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|0.00039|0.00022|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|0.00003|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06|2.13246E-06
3|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|0.00096|0.00114|0.00107|0.00027|0.00073|0.00023|0.00091|0.00123|0.00057|7.71357E-06|0.00006|7.71357E-06|0.00054|7.71357E-06|7.71357E-06|7.71357E-06|0.00004|0.00058|0.00051|0.00044|0.00005|0.00006|7.71357E-06|0.00058|0.00074|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|0.00009|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|0.00004|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06|0.00008|7.71357E-06|7.71357E-06|7.71357E-06|7.71357E-06
5|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|0.00004|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|0.00018|0.00016|0.00035|0.00018|0.0003|0.00058|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|0.00051|0.00048|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|0.00017|0.00018|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|5.69503E-06|0.00011|0.00019
8|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|0.00117|0.00042|2.41339E-06|0.00033|2.41339E-06|2.41339E-06|2.41339E-06|0.00011|0.00006|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|0.00018|2.41339E-06|0.00009|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|0.00011|0.00084|2.41339E-06|0.00039|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|2.41339E-06|0.00002|2.41339E-06|2.41339E-06|2.41339E-06|0.00006|2.41339E-06|2.41339E-06|2.41339E-06|0.00059|2.41339E-06|2.41339E-06
11|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|0.00004|3.04299E-06|3.04299E-06|3.04299E-06|0.00003|3.04299E-06|3.04299E-06|0.00071|0.00032|3.04299E-06|0.00028|3.04299E-06|3.04299E-06|3.04299E-06|0.00008|0.00005|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|0.00014|3.04299E-06|0.00011|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|0.00075|3.04299E-06|0.00019|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|3.04299E-06|0.00083|3.04299E-06|3.04299E-06
12|3.54943E-06|3.54943E-06|3.54943E-06|0.00016|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|0.00003|3.54943E-06|0.00009|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|0.00017|0.00032|0.00038|0.00052|0.00034|0.00093|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|0.00025|0.00021|0.00072|0.00084|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|0.00004|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|0.00031|0.00006|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|3.54943E-06|0.00012|3.54943E-06
14|3.12848E-06|3.12848E-06|0.00029|3.12848E-06|0.00028|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|0.00007|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|0.00006|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|0.00007|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|0.00037|0.01236|0.00051|0.0011|0.00033|0.0013|0.00019|0.00121|0.00055|0.00012|0.00005|0.00019|0.00021|0.00141|0.00055|0.0001|0.00042|0.00033|0.00039|0.0005|0.00002|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|0.00015|0.00007|3.12848E-06|3.12848E-06|3.12848E-06|0.00009|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|0.00024|3.12848E-06|0.00008|0.00041|0.0001|0.00042|0.00001|0.00022|0.00007|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06|3.12848E-06
15|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|0.00062|0.00062|0.00062|0.00062|0.00062|3.66267E-06|0.00018|0.00018|0.00018|0.00018|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|0.0002|0.0002|0.0002|0.0002|0.0002|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|0.00017|3.66267E-06|3.66267E-06|0.00005|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|0.00055|0.00166|0.00038|0.00096|0.00042|0.00103|0.00031|0.00082|0.00049|0.00029|0.00077|0.00023|0.00045|0.00134|0.00078|0.00023|0.00044|0.00045|0.00046|0.00045|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|3.66267E-06|0.00031|0.00006|0.00003|0.00047|0.00035|0.00055|0.00015|0.00024|0.00008|3.66267E-06|3.66267E-06|0.00008|0.00019|3.66267E-06|3.66267E-06|3.66267E-06|0.00023|3.66267E-06|3.66267E-06
